node,ARBid,old.pa.node,old.ARBname,Genbank.ID,clade,RDP.taxonomy,Kingdom,Phylum,Order,Family,Genus,Species,Strain
0,UncM5907,1716,UncM9980,EU650264,Thermoplasmata,"Archaea;""Euryarchaeota"";Thermoplasmata;unclassified_Thermoplasmata;",Archaea,Euryarchaeota,Thermoplasmata,unclassified_Thermoplasmata,,,
1,Unc028bj,1695,Unc04iu2,AF356633,Archaea,"Archaea;""Euryarchaeota"";Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus;",Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,
2,Unc01raf,1736,Unc03ul8,FJ640802,Archaea,Archaea;unclassified_Archaea;,Archaea,unclassified_Archaea,,,,,
3,Unc0289v,1694,Unc04j2n,EF586031,Bacteria,"Bacteria;""Thermotogae"";Thermotogae;Petrotogales;Petrotogaceae;Defluviitoga;",Bacteria,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Defluviitoga,
4,OlnTmbo7,1600,OlsUmbo5,AJ251324,Bacteria,"Bacteria;""Actinobacteria"";Actinobacteria;Coriobacteridae;Coriobacteriales;""Coriobacterineae"";Coriobacteriaceae;Olsenella;",Bacteria,"""Actinobacteria""",Actinobacteria,Coriobacteridae,Coriobacteriales,"""Coriobacterineae""",Coriobacteriaceae;Olsenella;
1520,Unc46896,1467,Unc02kda,EU135574,Latescibacteria,Bacteria;unclassified_Bacteria;,Bacteria,unclassified_Bacteria,,,,,
1521,Intnode,,,,,,Bacteria,unclassified_Bacteria,,,,,
1522,Intnode,,,,,,Bacteria,unclassified_Bacteria,,,,,
1523,UncPori6,1416,UncPori7,AY713479,Bacteria,Bacteria;Poribacteria;Poribacteria_genera_incertae_sedis;,Bacteria,Poribacteria,Poribacteria_genera_incertae_sedis,,,,
1524,UncPl888,1433,UncPl755,DQ676328,Phycisphaerae,"Bacteria;""Planctomycetes"";Phycisphaerae;unclassified_Phycisphaerae;",Bacteria,Planctomycetes,Phycisphaerae,unclassified_Phycisphaerae,,,
1525,Unc52411,1435,Unc67446,AY344412,Phycisphaeraceae,"Bacteria;""Planctomycetes"";Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera;",Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,
1526,UncM2828,1434,UncM3889,DQ071098,Phycisphaeraceae,"Bacteria;""Planctomycetes"";Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera;",Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,
1527,Intnode,,,,Phycisphaeraceae,"Bacteria;""Planctomycetes"";Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera;",Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,
1528,UncOr423,1437,Unc04iz7,EU245775,Phycisphaeraceae,"Bacteria;""Planctomycetes"";Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera;",Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,
1529,Intnode,,,,Phycisphaeraceae,"Bacteria;""Planctomycetes"";Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera;",Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,
1530,Intnode,,,,,,Bacteria,Planctomycetes,,,,,
1531,UncPl419,1421,UncPl436,AM902613,Planctomycetacia,"Bacteria;""Planctomycetes"";Planctomycetia;Planctomycetales;Planctomycetaceae;unclassified_Planctomycetaceae;",Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,unclassified_Planctomycetaceae,
1532,Unc51530,1418,Unc02jzb,EU135188,Planctomycetes,"Bacteria;""Planctomycetes"";Planctomycetia;Planctomycetales;Planctomycetaceae;unclassified_Planctomycetaceae;",Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,unclassified_Planctomycetaceae,
1533,GmtObsc3,1419,GetObsc2,X54522,Planctomycetes,"Bacteria;""Planctomycetes"";Planctomycetia;Planctomycetales;Planctomycetaceae;Gemmata;",Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Gemmata,
1534,Intnode,,,,,,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,,
1535,Intnode,,,,,,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,,
1536,UncPire7,1428,UncPire6,DQ070794,Pirellulales_Pirellulaceae,"Bacteria;""Planctomycetes"";Planctomycetia;Planctomycetales;Planctomycetaceae;Blastopirellula;",Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Blastopirellula,
1537,UncPla16,1427,UncPla35,AB089119,Pirellulales_Pirellulaceae,"Bacteria;""Planctomycetes"";Planctomycetia;Planctomycetales;Planctomycetaceae;unclassified_Planctomycetaceae;",Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,unclassified_Planctomycetaceae,
1538,Intnode,,,,,,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,,
1539,UniMar98,1424,UniMa872,L10942,Pirellulales_Pirellulaceae,"Bacteria;""Planctomycetes"";Planctomycetia;Planctomycetales;Planctomycetaceae;unclassified_Planctomycetaceae;",Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,unclassified_Planctomycetaceae,
1540,RrlBalt3,1425,RdpBalti,BX294149,Pirellulales_Pirellulaceae,"Bacteria;""Planctomycetes"";Planctomycetia;Planctomycetales;Planctomycetaceae;Rhodopirellula;",Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rhodopirellula,
1541,Intnode,,,,,,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,,
1542,Intnode,,,,,,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,,
1543,UncP2051,1423,UncP2811,AM935820,Planctomycetacia,"Bacteria;""Planctomycetes"";Planctomycetia;Planctomycetales;Planctomycetaceae;Gimesia;",Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Gimesia,
1544,Intnode,,,,,,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,,
1545,Intnode,,,,,,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,,
1546,Intnode,,,,,,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,,
1547,UniPlanc,1417,UniPlanc,U70712,Planctomycetes,"Bacteria;""Planctomycetes"";Planctomycetia;unclassified_Planctomycetia;",Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,,
1548,Intnode,,,,,,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,,
1549,LntAran2,1442,LnsArane,AY390429,Lentisphaerae,"Bacteria;""Lentisphaerae"";""Lentisphaeria"";Lentisphaerales;""Lentisphaeraceae"";Lentisphaera;",Bacteria,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,
1550,E0SCroce,1461,EWXCroce,AB297922,Puniceicoccaceae,"Bacteria;""Verrucomicrobia"";Opitutae;Puniceicoccales;Puniceicoccaceae;Pelagicoccus;",Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Pelagicoccus,
1551,UncM6000,1460,UncM3869,DQ009368,Puniceicoccaceae,"Bacteria;""Verrucomicrobia"";Opitutae;Puniceicoccales;Puniceicoccaceae;Pelagicoccus;",Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Pelagicoccus,
1552,Intnode,,,,,,Bacteria,Verrucomicrobia,,,,,
1553,UncVe364,1445,UncVe360,EF032770,Verrucomicrobia_Verrucomicrobiae,"Bacteria;""Verrucomicrobia"";Spartobacteria;unclassified_Spartobacteria;",Bacteria,Verrucomicrobia,Spartobacteria,unclassified_Spartobacteria,,,
1554,Unc0287h,1444,Unc04izt,FJ592668,Verrucomicrobia_Verrucomicrobiae,"Bacteria;""Verrucomicrobia"";Spartobacteria;Spartobacteria_genera_incertae_sedis;",Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_genera_incertae_sedis,,,
1555,Intnode,,,,,,Bacteria,Verrucomicrobia,,,,,
1556,UncVe538,1447,UncVe576,DQ302119,Verrucomicrobia_Verrucomicrobiae,"Bacteria;""Verrucomicrobia"";Subdivision3;Subdivision3_genera_incertae_sedis;",Bacteria,Verrucomicrobia,Subdivision3,Subdivision3_genera_incertae_sedis,,,
1557,Unc29161,1448,Unc022h0,EF515902,Pedosphaerales_Pedosphaeraceae,"Bacteria;""Verrucomicrobia"";Subdivision3;Subdivision3_genera_incertae_sedis;",Bacteria,Verrucomicrobia,Subdivision3,Subdivision3_genera_incertae_sedis,,,
1558,UncVe520,1450,UncVe552,FJ484468,Pedosphaerales_Pedosphaeraceae,"Bacteria;""Verrucomicrobia"";Subdivision3;Subdivision3_genera_incertae_sedis;",Bacteria,Verrucomicrobia,Subdivision3,Subdivision3_genera_incertae_sedis,,,
1559,Intnode,,,,,,Bacteria,Verrucomicrobia,Subdivision3,Subdivision3_genera_incertae_sedis,,,
1560,Unc38552,1449,Unc49337,AM176893,Pedosphaerales_Pedosphaeraceae,"Bacteria;""Verrucomicrobia"";Subdivision3;Subdivision3_genera_incertae_sedis;",Bacteria,Verrucomicrobia,Subdivision3,Subdivision3_genera_incertae_sedis,,,
1561,Intnode,,,,,,Bacteria,Verrucomicrobia,Subdivision3,Subdivision3_genera_incertae_sedis,,,
1562,UncVe172,1453,UncVe218,AY509518,Pedosphaerales_Pedosphaeraceae,"Bacteria;""Verrucomicrobia"";Subdivision3;Subdivision3_genera_incertae_sedis;",Bacteria,Verrucomicrobia,Subdivision3,Subdivision3_genera_incertae_sedis,,,
1563,Intnode,,,,,,Bacteria,Verrucomicrobia,Subdivision3,Subdivision3_genera_incertae_sedis,,,
1564,Intnode,,,,,,Bacteria,Verrucomicrobia,,,,,
1565,UncM2325,1456,UncM3781,DQ009456,Verrucomicrobia_Verrucomicrobiae,"Bacteria;""Verrucomicrobia"";",Bacteria,Verrucomicrobia,,,,,
1566,Intnode,,,,,,Bacteria,Verrucomicrobia,,,,,
1567,Intnode,,,,,,Bacteria,Verrucomicrobia,,,,,
1568,Unc02888,1443,Unc04j0p,EF602902,Verrucomicrobia_Verrucomicrobiae,"Bacteria;""Verrucomicrobia"";Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Akkermansia;",Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,
1569,Intnode,,,,,,Bacteria,Verrucomicrobia,,,,,
1570,Intnode,,,,,,Bacteria,Verrucomicrobia,,,,,
1571,Intnode,,,,,,Bacteria,Verrucomicrobia,,,,,
1572,Intnode,,,,,,Bacteria,Verrucomicrobia,,,,,
1573,Intnode,,,,,,Bacteria,Verrucomicrobia,,,,,
1574,Intnode,,,,,,Bacteria,,,,,,
1575,Unc02857,1784,Unc04iwp,DQ017934,Bacteria,"Bacteria;""Acidobacteria"";Acidobacteria_Gp22;Gp22;",Bacteria,Acidobacteria,Acidobacteria_Gp22,Gp22,,,
1576,Unc028dw,1785,Unc022me,EF516455,Subgroup 6,"Bacteria;""Acidobacteria"";Acidobacteria_Gp6;Gp6;",Bacteria,Acidobacteria,Acidobacteria_Gp6,Gp6,,,
1577,UncA9123,1786,UncA7624,AY921881,Subgroup 6,"Bacteria;""Acidobacteria"";Acidobacteria_Gp6;Gp6;",Bacteria,Acidobacteria,Acidobacteria_Gp6,Gp6,,,
1578,Intnode,,,,,,Bacteria,Acidobacteria,Acidobacteria_Gp6,,,,
1579,UncAc555,1788,UncA3607,AF465658,Acidobacteriia,"Bacteria;""Acidobacteria"";Acidobacteria_Gp3;Gp3;",Bacteria,Acidobacteria,Acidobacteria_Gp3,Gp3,,,
1580,Unc00p8g,1792,Unc00mrj,EF205553,Blastocatellia (Subgroup 4),"Bacteria;""Acidobacteria"";Acidobacteria_Gp4;unclassified_Acidobacteria_Gp4;",Bacteria,Acidobacteria,Acidobacteria_Gp4,unclassified_Acidobacteria_Gp4,,,
1581,Unc0286t,1790,Unc04iyv,AB286370,Blastocatellia (Subgroup 4),"Bacteria;""Acidobacteria"";Acidobacteria_Gp4;Aridibacter;",Bacteria,Acidobacteria,Acidobacteria_Gp4,Aridibacter,,,
1582,UncM6011,1789,UncM3879,DQ071127,Blastocatellia (Subgroup 4),"Bacteria;""Acidobacteria"";Acidobacteria_Gp4;Aridibacter;",Bacteria,Acidobacteria,Acidobacteria_Gp4,Aridibacter,,,
1583,Intnode,,,,,,Bacteria,Acidobacteria,Acidobacteria_Gp4,,,,
1584,Intnode,,,,,,Bacteria,Acidobacteria,Acidobacteria_Gp4,,,,
1585,Intnode,,,,,,Bacteria,Acidobacteria,Acidobacteria_Gp4,,,,
1586,Unc62848,1795,Unc02ebv,EU335419,Acidobacteriia,"Bacteria;""Acidobacteria"";Acidobacteria_Gp1;Gp1;",Bacteria,Acidobacteria,Acidobacteria_Gp1,Gp1,,,
1587,Unc0286c,1796,Unc04iyd,DQ395630,Acidobacteriia,"Bacteria;""Acidobacteria"";Acidobacteria_Gp1;Acidobacterium;",Bacteria,Acidobacteria,Acidobacteria_Gp1,Acidobacterium,,,
1588,Intnode,,,,,,Bacteria,Acidobacteria,Acidobacteria_Gp1,,,,
1589,Unc57445,1798,Unc85985,AY963384,Acidobacteriia,"Bacteria;""Acidobacteria"";Acidobacteria_Gp2;Gp2;",Bacteria,Acidobacteria,Acidobacteria_Gp2,Gp2,,,
1590,Intnode,,,,,,Bacteria,Acidobacteria,Acidobacteria_Gp2,,,,
1591,Intnode,,,,,,Bacteria,Acidobacteria,Acidobacteria_Gp2,,,,
1592,Intnode,,,,,,Bacteria,Acidobacteria,Acidobacteria_Gp2,,,,
1593,Intnode,,,,,,Bacteria,,,,,,
1594,Unc0288b,1477,Unc04j0u,X86772,Nitrospira_Nitrospirales_Nitrospiraceae,"Bacteria;Nitrospirae;""Nitrospira"";""Nitrospirales"";""Nitrospiraceae"";Nitrospira;",Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,
1595,UncNi308,1475,UncNitr7,AB252944,Nitrospira_Nitrospirales_Nitrospiraceae,"Bacteria;Nitrospirae;""Nitrospira"";""Nitrospirales"";""Nitrospiraceae"";Nitrospira;",Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,
1596,UncNi307,1474,UncNi389,AB252937,Nitrospira_Nitrospirales_Nitrospiraceae,"Bacteria;Nitrospirae;""Nitrospira"";""Nitrospirales"";""Nitrospiraceae"";Nitrospira;",Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,
1597,Intnode,,,,Nitrospira_Nitrospirales_Nitrospiraceae,"Bacteria;Nitrospirae;""Nitrospira"";""Nitrospirales"";""Nitrospiraceae"";Nitrospira;",Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,
1598,Intnode,,,,,,Bacteria,,,,,,
1599,Unc028bq,1480,AY328768.1,AY328768,WPS-2,Bacteria;candidate division WPS-2,Bacteria,,,,,,
1600,Unc028bt,1479,AY963380.1,AY963380,WPS-2,Bacteria;candidate division WPS-2,Bacteria,,,,,,
1601,Intnode,,,,,,Bacteria,,,,,,
1602,Intnode,,,,,,Bacteria,,,,,,
1603,Unc78633,112,Unc94542,CU920867,Negativicutes_Selenomonadales,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;unclassified_Acidaminococcaceae;,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,unclassified_Acidaminococcaceae,
1604,Unc46760,1473,Unc04iyx,AM157329,Gemmatimonadetes,"Bacteria;""Gemmatimonadetes"";Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;",Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,
1605,Intnode,,,,,,Bacteria,,,,,,
1606,Intnode,,,,,,Bacteria,,,,,,
1607,Intnode,,,,,,Bacteria,,,,,,
1608,Intnode,,,,,,Bacteria,,,,,,
1609,CndArcob,937,CanArcob,AY035822,Campylobacterales,"Bacteria;""Proteobacteria"";Epsilonproteobacteria;Campylobacterales;unclassified_Campylobacterales;",Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,unclassified_Campylobacterales,,
1610,UncPr589,935,UncPr335,AY197378,Campylobacterales,"Bacteria;""Proteobacteria"";Epsilonproteobacteria;Campylobacterales;unclassified_Campylobacterales;",Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,unclassified_Campylobacterales,,
1611,UncPr452,934,UncPr225,AF420345,Campylobacterales,"Bacteria;""Proteobacteria"";Epsilonproteobacteria;Campylobacterales;unclassified_Campylobacterales;",Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,unclassified_Campylobacterales,,
1612,Intnode,,,,Campylobacterales,"Bacteria;""Proteobacteria"";Epsilonproteobacteria;Campylobacterales;unclassified_Campylobacterales;",Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,unclassified_Campylobacterales,,
1613,Intnode,,,,Campylobacterales,"Bacteria;""Proteobacteria"";Epsilonproteobacteria;Campylobacterales;unclassified_Campylobacterales;",Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,unclassified_Campylobacterales,,
1614,UncB1602,933,UncB8819,AB286499,Campylobacterales,"Bacteria;""Proteobacteria"";Epsilonproteobacteria;Campylobacterales;unclassified_Campylobacterales;",Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,unclassified_Campylobacterales,,
1615,Intnode,,,,,,Bacteria,Proteobacteria,Epsilonproteobacteria,,,,
1616,UncEp674,940,AY280413.1,AY280413,Epsilonproteobacteria,"Bacteria;""Proteobacteria"";Epsilonproteobacteria;",Bacteria,Proteobacteria,Epsilonproteobacteria,,,,
1617,Intnode,,,,,,Bacteria,Proteobacteria,Epsilonproteobacteria,,,,
1618,K3WClu18,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1619,Dl5Bac26,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1620,Intnode,,,,,,Bacteria,Proteobacteria,,,,,
1621,Unc97905,223,Unc0429b,EU795217,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1622,Dl5Bac30,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1623,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1624,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1625,Unc00vrq,217,Unc03ltx,EU795218,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1626,Unc00eco,219,Unc03krd,EU795221,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1627,Dl5Bac27,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1628,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1629,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1630,Unc63833,216,Unc56231,JN018840,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1631,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1632,K3WClu21,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1633,JQHHVe83,231,LWDU010028,LWDU01002844,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1634,K3WClu20,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1635,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1636,UncD1949,230,UncD1308,GQ347371,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1637,Dl5Bac29,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1638,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1639,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1640,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1641,Unc28051,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1642,K3WClu19,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1643,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1644,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1645,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1646,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1647,Dl5Bac28,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1648,K3WClu17,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1649,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1650,Dl5Bac31,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1651,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1652,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1653,Unc99174,200,Unc99619,JN398076,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1654,UncDel42,201,UncDe120,AB189349,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1655,UncDeep5,202,UncDe704,AM997401,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1656,Unc78789,203,Unc01f4i,HQ721448,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
1657,Intnode,,,,SAR324 clade(Marine group B),"Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;",Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,,
